row_id,user_email,user_full_name,user_phone,user_city,user_status,blood_type,donor_level,last_donation_date,preferred_channel,campaign_name,campaign_city,campaign_start_date,campaign_end_date,appointment_scheduled_at,appointment_status,appointment_location,notification_channel,notification_message,notification_status,notification_sent_at,ticket_id,ticket_subject,ticket_category,ticket_priority,ticket_status,ticket_tag_1,ticket_tag_2,ticket_tag_3,event_type,event_at,message_author_type,message_author_name,message_body,attachment_url,related_type,related_ref
296,user025@mail.com,Mateo Torres,3607337543,Bogota,ACTIVE,A-,SILVER,2025-11-24,EMAIL,Semana del Donante - Bogota,Medellin,2026-02-01,2026-03-15,,,,,,,,TCK-000003,El SMS falló,APPOINTMENTS,P4,OPEN,sms,,,TICKET_MESSAGE,2026-02-13 01:21:00,USER,Mateo Torres,"Sigue igual, no me deja.",,APPOINTMENT,APPT-000304
297,user014@mail.com,Santiago Navarro,3667010651,Bogota,ACTIVE,A-,GOLD,2025-12-24,WHATSAPP,Donacion Consciente - Valle de Aburra,Sabaneta,2026-02-01,2026-03-15,,,,,,,,TCK-000083,El SMS falló,OTHER,P3,IN_PROGRESS,timezone,access,verification,TICKET_STATUS_CHANGED,2026-02-10 22:46:00,SYSTEM,system,Status changed from OPEN to IN_PROGRESS,,NOTIFICATION,NOTIF-000444
298,user033@mail.com,Felipe Suarez,3798687277,Envigado,ACTIVE,B+,GOLD,2026-01-03,SMS,Semana del Donante - Bogota,Itagui,2026-02-01,2026-03-15,,,,,,,,TCK-000096,Me aparece mi cuenta duplicada,OTHER,P1,OPEN,verification,access,,TICKET_CREATED,2026-02-20 00:33:00,USER,Felipe Suarez,Tengo un problema y no sé qué pasó.,,APPOINTMENT,APPT-000057
299,user071@mail.com,Sara Herrera,3612004711,Bogota,ACTIVE,AB+,SILVER,2025-12-04,SMS,Jornada Salvadores de Vida,Sabaneta,2026-02-01,2026-03-15,,,,,,,,TCK-000061,Problema con verificación de correo,NOTIFICATIONS,P2,OPEN,bug,access,reminder,TICKET_MESSAGE,2026-02-13 10:55:00,USER,Sara Herrera,"Gracias, quedo atento.",https://example.local/att/evidence.png,NOTIFICATION,NOTIF-000420
300,user040@mail.com,Maria Navarro,3299124190,Envigado,INACTIVE,AB+,GOLD,2025-10-21,WHATSAPP,Jornada Salvadores de Vida,Medellin,2026-02-01,2026-03-15,,,,,,,,TCK-000006,El SMS falló,NOTIFICATIONS,P3,OPEN,reminder,,,TICKET_MESSAGE,2026-02-16 11:39:00,AGENT,Support Lina,Gracias por reportarlo. Estoy revisando.,,APPOINTMENT,APPT-000080
301,user149@mail.com,David Bernal,3393638546,Sabaneta,ACTIVE,B+,SILVER,2025-12-02,SMS,Reto Vida 2026 - Medellin,Sabaneta,2026-02-01,2026-03-15,,,,,,,,TCK-000042,No puedo reprogramar mi cita,ACCOUNT,P3,OPEN,duplicate,provider,access,TICKET_MESSAGE,2026-02-13 18:46:00,AGENT,Support Andres,"Ya validé el estado, te cuento:",,APPOINTMENT,APPT-000052
302,user136@mail.com,Andres Rojas,3453017426,Bello,ACTIVE,O-,GOLD,2025-11-15,EMAIL,Reto Vida 2026 - Medellin,Bello,2026-02-01,2026-03-15,,,,,,,,TCK-000028,No puedo actualizar mis datos,NOTIFICATIONS,P1,IN_PROGRESS,whatsapp,ui,timezone,TICKET_STATUS_CHANGED,2026-02-20 14:32:00,SYSTEM,system,Status changed from OPEN to IN_PROGRESS,,APPOINTMENT,APPT-000356
303,user085@mail.com,Julian Herrera,3036900343,Bogota,ACTIVE,B+,SILVER,2025-10-01,WHATSAPP,Semana del Donante - Bogota,Itagui,2026-02-01,2026-03-15,,,,,,,,TCK-000012,No me llegó el recordatorio,NOTIFICATIONS,P4,IN_PROGRESS,whatsapp,sms,,TICKET_STATUS_CHANGED,2026-02-15 11:09:00,SYSTEM,system,Status changed from OPEN to IN_PROGRESS,,APPOINTMENT,APPT-000294
304,user058@mail.com,Felipe Arias,3131712748,Bello,ACTIVE,AB+,SILVER,2025-12-30,WHATSAPP,Reto Vida 2026 - Medellin,Envigado,2026-02-01,2026-03-15,,,,,,,,TCK-000020,No puedo reprogramar mi cita,OTHER,P1,OPEN,timezone,bug,,TICKET_CREATED,2026-02-17 22:26:00,USER,Felipe Arias,No me funciona desde ayer.,https://example.local/att/screenshot.png,APPOINTMENT,APPT-000044
305,user135@mail.com,Santiago Suarez,3161227530,Envigado,INACTIVE,A-,SILVER,2025-11-08,EMAIL,Jornada Salvadores de Vida,Medellin,2026-02-01,2026-03-15,,,,,,,,TCK-000078,Error al confirmar cita,APPOINTMENTS,P1,OPEN,sms,whatsapp,failed,TICKET_MESSAGE,2026-02-12 20:35:00,USER,Santiago Suarez,"Sí, confirmo los datos.",,APPOINTMENT,APPT-000399
306,user071@mail.com,Sara Herrera,3612004711,Bogota,ACTIVE,AB+,SILVER,2025-12-04,SMS,Jornada Salvadores de Vida,Envigado,2026-02-01,2026-03-15,,,,,,,,TCK-000069,No me llegó el recordatorio,ACCOUNT,P4,OPEN,bug,email,,TICKET_MESSAGE,2026-02-12 06:40:00,AGENT,Support Maria,¿Puedes confirmar tu número/correo?,,NOTIFICATION,NOTIF-000116
307,user090@mail.com,Sara Suarez,3527177449,Medellin,ACTIVE,O-,SILVER,2025-12-28,EMAIL,Reto Vida 2026 - Medellin,Envigado,2026-02-01,2026-03-15,,,,,,,,TCK-000018,No puedo actualizar mis datos,NOTIFICATIONS,P4,IN_PROGRESS,ui,timezone,,TICKET_STATUS_CHANGED,2026-02-11 04:51:00,SYSTEM,system,Status changed from OPEN to IN_PROGRESS,,APPOINTMENT,APPT-000232
308,user071@mail.com,Sara Herrera,3612004711,Bogota,ACTIVE,AB+,SILVER,2025-12-04,SMS,Reto Vida 2026 - Medellin,Sabaneta,2026-02-01,2026-03-15,,,,,,,,TCK-000069,No me llegó el recordatorio,ACCOUNT,P4,OPEN,access,provider,,TICKET_CREATED,2026-02-12 01:25:00,USER,Sara Herrera,Tengo un problema y no sé qué pasó.,,NOTIFICATION,NOTIF-000116
309,user017@mail.com,Camilo Perez,3500978820,Itagui,ACTIVE,A+,BRONZE,2026-01-31,WHATSAPP,Donacion Consciente - Valle de Aburra,Bello,2026-02-01,2026-03-15,,,,,,,,TCK-000023,No puedo reprogramar mi cita,OTHER,P4,OPEN,reminder,failed,reschedule,TICKET_MESSAGE,2026-02-12 14:20:00,AGENT,Support Lina,Voy a escalarlo al proveedor.,,APPOINTMENT,APPT-000089
310,user170@mail.com,Carolina Moreno,3507146112,Envigado,ACTIVE,B-,SILVER,2025-10-23,SMS,Jornada Salvadores de Vida,Itagui,2026-02-01,2026-03-15,,,,,,,,TCK-000016,Error al confirmar cita,OTHER,P1,OPEN,email,duplicate,,TICKET_MESSAGE,2026-02-12 00:11:00,AGENT,Support Andres,"Ya validé el estado, te cuento:",,NOTIFICATION,NOTIF-000166
311,user082@mail.com,Santiago Rojas,3940244550,Bogota,ACTIVE,AB+,BRONZE,2025-10-07,SMS,Reto Vida 2026 - Medellin,Itagui,2026-02-01,2026-03-15,,,,,,,,TCK-000017,Problema con verificación de correo,OTHER,P1,RESOLVED,verification,access,,TICKET_STATUS_CHANGED,2026-02-19 03:10:00,SYSTEM,system,Status changed from IN_PROGRESS to RESOLVED,,APPOINTMENT,APPT-000170
312,user008@mail.com,Laura Mejia,3697848018,Envigado,ACTIVE,O-,SILVER,2025-12-21,WHATSAPP,Semana del Donante - Bogota,Sabaneta,2026-02-01,2026-03-15,,,,,,,,TCK-000019,No puedo reprogramar mi cita,APPOINTMENTS,P4,OPEN,verification,provider,,TICKET_MESSAGE,2026-02-14 10:02:00,USER,Laura Mejia,"Sigue igual, no me deja.",,APPOINTMENT,APPT-000052
313,user037@mail.com,Paula Gomez,3729806990,Medellin,INACTIVE,A+,SILVER,2025-10-17,WHATSAPP,Reto Vida 2026 - Medellin,Sabaneta,2026-02-01,2026-03-15,,,,,,,,TCK-000027,Problema con verificación de correo,APPOINTMENTS,P1,OPEN,provider,whatsapp,,TICKET_CREATED,2026-02-12 08:17:00,USER,Paula Gomez,"Hola, necesito ayuda con esto.",,NOTIFICATION,NOTIF-000324
314,user110@mail.com,Camilo Moreno,3755719285,Sabaneta,ACTIVE,B+,BRONZE,2025-09-30,WHATSAPP,Semana del Donante - Bogota,Envigado,2026-02-01,2026-03-15,,,,,,,,TCK-000075,No puedo reprogramar mi cita,ACCOUNT,P4,OPEN,reschedule,bug,,TICKET_CREATED,2026-02-20 02:40:00,USER,Camilo Moreno,No me funciona desde ayer.,,APPOINTMENT,APPT-000356
315,user106@mail.com,Felipe Bernal,3403450541,Envigado,INACTIVE,AB+,GOLD,2025-12-22,EMAIL,Jornada Salvadores de Vida,Medellin,2026-02-01,2026-03-15,,,,,,,,TCK-000051,Me aparece mi cuenta duplicada,OTHER,P1,OPEN,reschedule,reminder,,TICKET_MESSAGE,2026-02-11 11:34:00,AGENT,Support Lina,"Ya validé el estado, te cuento:",,APPOINTMENT,APPT-000148
316,user133@mail.com,Paula Bernal,3240049915,Envigado,INACTIVE,AB-,BRONZE,2026-01-08,EMAIL,Donacion Consciente - Valle de Aburra,Envigado,2026-02-01,2026-03-15,,,,,,,,TCK-000063,No veo la campaña en mi ciudad,NOTIFICATIONS,P2,OPEN,sms,provider,ui,TICKET_MESSAGE,2026-02-16 09:37:00,AGENT,Support Maria,"Ya validé el estado, te cuento:",,APPOINTMENT,APPT-000099
317,user055@mail.com,Julian Diaz,3756551256,Bello,INACTIVE,B+,GOLD,2025-12-12,SMS,Donacion Consciente - Valle de Aburra,Itagui,2026-02-01,2026-03-15,,,,,,,,TCK-000002,Me aparece mi cuenta duplicada,ACCOUNT,P3,RESOLVED,provider,sms,,TICKET_STATUS_CHANGED,2026-02-17 07:28:00,SYSTEM,system,Status changed from IN_PROGRESS to RESOLVED,,NOTIFICATION,NOTIF-000281
318,user082@mail.com,Santiago Rojas,3940244550,Bogota,ACTIVE,AB+,BRONZE,2025-10-07,SMS,Semana del Donante - Bogota,Bogota,2026-02-01,2026-03-15,,,,,,,,TCK-000017,Problema con verificación de correo,OTHER,P1,OPEN,reminder,,,TICKET_CREATED,2026-02-18 19:31:00,USER,Santiago Rojas,¿Me pueden confirmar si está bien?,https://example.local/att/screenshot.png,APPOINTMENT,APPT-000170
319,user119@mail.com,Carolina Torres,3537147321,Medellin,ACTIVE,AB+,GOLD,2025-12-17,WHATSAPP,Reto Vida 2026 - Medellin,Medellin,2026-02-01,2026-03-15,,,,,,,,TCK-000077,Error al confirmar cita,NOTIFICATIONS,P3,OPEN,reschedule,timezone,sms,TICKET_CREATED,2026-02-16 21:40:00,USER,Carolina Torres,Tengo un problema y no sé qué pasó.,,APPOINTMENT,APPT-000107
320,user101@mail.com,Sofia Bernal,3790104328,Bello,INACTIVE,O-,SILVER,2025-10-31,EMAIL,Reto Vida 2026 - Medellin,Bogota,2026-02-01,2026-03-15,,,,,,,,TCK-000041,Error al confirmar cita,APPOINTMENTS,P3,CLOSED,reminder,,,TICKET_STATUS_CHANGED,2026-02-20 13:48:00,SYSTEM,system,Status changed from IN_PROGRESS to CLOSED,,APPOINTMENT,APPT-000284
321,user062@mail.com,Sara Rojas,3262174596,Bello,ACTIVE,B-,GOLD,2026-01-15,EMAIL,Reto Vida 2026 - Medellin,Bello,2026-02-01,2026-03-15,,,,,,,,TCK-000091,Me aparece mi cuenta duplicada,CAMPAIGNS,P1,OPEN,reminder,,,TICKET_MESSAGE,2026-02-20 00:18:00,USER,Sara Rojas,Adjunto evidencia.,,NOTIFICATION,NOTIF-000274
322,user021@mail.com,Maria Torres,3182449353,Bello,ACTIVE,AB-,SILVER,2025-09-14,WHATSAPP,Jornada Salvadores de Vida,Bello,2026-02-01,2026-03-15,,,,,,,,TCK-000033,El SMS falló,CAMPAIGNS,P4,OPEN,provider,,,TICKET_MESSAGE,2026-02-14 01:10:00,AGENT,Support Andres,Voy a escalarlo al proveedor.,,NOTIFICATION,NOTIF-000229
323,user085@mail.com,Julian Herrera,3036900343,Bogota,ACTIVE,B+,SILVER,2025-10-01,WHATSAPP,Reto Vida 2026 - Medellin,Itagui,2026-02-01,2026-03-15,,,,,,,,TCK-000039,No puedo actualizar mis datos,ACCOUNT,P3,RESOLVED,provider,email,whatsapp,TICKET_STATUS_CHANGED,2026-02-20 07:26:00,SYSTEM,system,Status changed from IN_PROGRESS to RESOLVED,,NOTIFICATION,NOTIF-000288
324,user086@mail.com,Julian Arias,3226838851,Sabaneta,ACTIVE,AB+,BRONZE,2025-12-27,WHATSAPP,Reto Vida 2026 - Medellin,Bello,2026-02-01,2026-03-15,,,,,,,,TCK-000099,Problema con verificación de correo,OTHER,P1,OPEN,bug,,,TICKET_MESSAGE,2026-02-19 04:26:00,USER,Julian Arias,"Sí, confirmo los datos.",,APPOINTMENT,APPT-000386
325,user037@mail.com,Paula Gomez,3729806990,Medellin,INACTIVE,A+,SILVER,2025-10-17,WHATSAPP,Donacion Consciente - Valle de Aburra,Medellin,2026-02-01,2026-03-15,,,,,,,,TCK-000027,Problema con verificación de correo,APPOINTMENTS,P1,OPEN,access,timezone,duplicate,TICKET_MESSAGE,2026-02-12 10:10:00,USER,Paula Gomez,"Gracias, quedo atento.",,NOTIFICATION,NOTIF-000324
326,user158@mail.com,Sofia Mejia,3142939685,Sabaneta,ACTIVE,O-,GOLD,2025-11-28,WHATSAPP,Donacion Consciente - Valle de Aburra,Bello,2026-02-01,2026-03-15,,,,,,,,TCK-000076,Error al confirmar cita,CAMPAIGNS,P1,OPEN,reschedule,timezone,access,TICKET_MESSAGE,2026-02-19 13:12:00,AGENT,Support Andres,Gracias por reportarlo. Estoy revisando.,,NOTIFICATION,NOTIF-000287
327,user086@mail.com,Julian Arias,3226838851,Sabaneta,ACTIVE,AB+,BRONZE,2025-12-27,WHATSAPP,Semana del Donante - Bogota,Itagui,2026-02-01,2026-03-15,,,,,,,,TCK-000099,Problema con verificación de correo,OTHER,P1,OPEN,bug,sms,verification,TICKET_MESSAGE,2026-02-18 22:31:00,USER,Julian Arias,"Sigue igual, no me deja.",,APPOINTMENT,APPT-000386
328,user031@mail.com,Juan Ramirez,3200379176,Bello,ACTIVE,AB+,SILVER,2025-12-12,WHATSAPP,Semana del Donante - Bogota,Medellin,2026-02-01,2026-03-15,,,,,,,,TCK-000052,No me llegó el recordatorio,CAMPAIGNS,P1,OPEN,timezone,email,verification,TICKET_MESSAGE,2026-02-17 14:27:00,AGENT,Support Maria,Gracias por reportarlo. Estoy revisando.,,NOTIFICATION,NOTIF-000191
329,user012@mail.com,Juan Vargas,3150983930,Medellin,ACTIVE,A-,BRONZE,2025-09-09,EMAIL,Jornada Salvadores de Vida,Bello,2026-02-01,2026-03-15,,,,,,,,TCK-000046,No puedo reprogramar mi cita,OTHER,P2,OPEN,ui,verification,,TICKET_MESSAGE,2026-02-12 03:04:00,AGENT,Support Juan,Voy a escalarlo al proveedor.,,APPOINTMENT,APPT-000294
330,user073@mail.com,Daniel Torres,3585064317,Medellin,ACTIVE,O+,BRONZE,2025-11-25,WHATSAPP,Semana del Donante - Bogota,Sabaneta,2026-02-01,2026-03-15,,,,,,,,TCK-000008,Problema con verificación de correo,ACCOUNT,P1,OPEN,ui,failed,,TICKET_CREATED,2026-02-12 14:47:00,USER,Daniel Torres,Tengo un problema y no sé qué pasó.,,APPOINTMENT,APPT-000189
331,user134@mail.com,Maria Ramirez,3152742054,Itagui,ACTIVE,A+,GOLD,2026-02-11,EMAIL,Reto Vida 2026 - Medellin,Bogota,2026-02-01,2026-03-15,,,,,,,,TCK-000009,El SMS falló,ACCOUNT,P4,OPEN,access,sms,ui,TICKET_CREATED,2026-02-11 20:27:00,USER,Maria Ramirez,"Hola, necesito ayuda con esto.",,APPOINTMENT,APPT-000259
332,user152@mail.com,Julian Cortes,3252287280,Itagui,ACTIVE,O-,GOLD,2025-09-13,WHATSAPP,Jornada Salvadores de Vida,Itagui,2026-02-01,2026-03-15,,,,,,,,TCK-000031,No puedo reprogramar mi cita,OTHER,P4,OPEN,whatsapp,provider,email,TICKET_CREATED,2026-02-14 09:55:00,USER,Julian Cortes,No me funciona desde ayer.,https://example.local/att/screenshot.png,NOTIFICATION,NOTIF-000399
333,user101@mail.com,Sofia Bernal,3790104328,Bello,INACTIVE,O-,SILVER,2025-10-31,EMAIL,Reto Vida 2026 - Medellin,Sabaneta,2026-02-01,2026-03-15,,,,,,,,TCK-000066,No puedo actualizar mis datos,OTHER,P1,OPEN,access,failed,sms,TICKET_MESSAGE,2026-02-19 07:05:00,AGENT,Support Andres,Voy a escalarlo al proveedor.,,NOTIFICATION,NOTIF-000149
334,user023@mail.com,Felipe Perez,3598262045,Medellin,ACTIVE,A-,GOLD,2025-11-03,SMS,Donacion Consciente - Valle de Aburra,Itagui,2026-02-01,2026-03-15,,,,,,,,TCK-000021,Error al confirmar cita,OTHER,P4,OPEN,bug,reschedule,,TICKET_MESSAGE,2026-02-15 14:10:00,USER,Felipe Perez,"Gracias, quedo atento.",,NOTIFICATION,NOTIF-000267
335,user133@mail.com,Paula Bernal,3240049915,Envigado,INACTIVE,AB-,BRONZE,2026-01-08,EMAIL,Semana del Donante - Bogota,Bello,2026-02-01,2026-03-15,,,,,,,,TCK-000045,Problema con verificación de correo,ACCOUNT,P3,OPEN,bug,,,TICKET_CREATED,2026-02-17 04:59:00,USER,Paula Bernal,Tengo un problema y no sé qué pasó.,,NOTIFICATION,NOTIF-000455
336,user126@mail.com,Juan Perez,3972896230,Itagui,ACTIVE,A-,BRONZE,2025-12-22,EMAIL,Donacion Consciente - Valle de Aburra,Medellin,2026-02-01,2026-03-15,,,,,,,,TCK-000089,No puedo actualizar mis datos,APPOINTMENTS,P4,OPEN,duplicate,verification,,TICKET_MESSAGE,2026-02-18 16:39:00,USER,Juan Perez,"Sí, confirmo los datos.",,APPOINTMENT,APPT-000227
337,user073@mail.com,Daniel Torres,3585064317,Medellin,ACTIVE,O+,BRONZE,2025-11-25,WHATSAPP,Donacion Consciente - Valle de Aburra,Sabaneta,2026-02-01,2026-03-15,,,,,,,,TCK-000058,No me llegó el recordatorio,APPOINTMENTS,P4,OPEN,verification,duplicate,,TICKET_MESSAGE,2026-02-12 03:25:00,AGENT,Support Lina,Gracias por reportarlo. Estoy revisando.,,APPOINTMENT,APPT-000047
338,user082@mail.com,Santiago Rojas,3940244550,Bogota,ACTIVE,AB+,BRONZE,2025-10-07,SMS,Donacion Consciente - Valle de Aburra,Sabaneta,2026-02-01,2026-03-15,,,,,,,,TCK-000017,Problema con verificación de correo,OTHER,P1,OPEN,duplicate,,,TICKET_MESSAGE,2026-02-18 22:23:00,AGENT,Support Juan,"Ya validé el estado, te cuento:",,APPOINTMENT,APPT-000170
339,user040@mail.com,Maria Navarro,3299124190,Envigado,INACTIVE,AB+,GOLD,2025-10-21,WHATSAPP,Donacion Consciente - Valle de Aburra,Sabaneta,2026-02-01,2026-03-15,,,,,,,,TCK-000048,Me aparece mi cuenta duplicada,OTHER,P3,IN_PROGRESS,sms,timezone,,TICKET_STATUS_CHANGED,2026-02-14 23:42:00,SYSTEM,system,Status changed from OPEN to IN_PROGRESS,,NOTIFICATION,NOTIF-000290
340,user003@mail.com,Laura Mejia,3155940781,Sabaneta,ACTIVE,B+,GOLD,2026-02-06,EMAIL,Jornada Salvadores de Vida,Envigado,2026-02-01,2026-03-15,,,,,,,,TCK-000085,Error al confirmar cita,CAMPAIGNS,P4,OPEN,ui,,,TICKET_MESSAGE,2026-02-19 14:03:00,AGENT,Support Andres,Gracias por reportarlo. Estoy revisando.,,NOTIFICATION,NOTIF-000181
341,user162@mail.com,Felipe Arias,3101581995,Sabaneta,ACTIVE,B+,SILVER,2025-12-09,WHATSAPP,Semana del Donante - Bogota,Bogota,2026-02-01,2026-03-15,,,,,,,,TCK-000043,No puedo actualizar mis datos,OTHER,P4,IN_PROGRESS,email,bug,timezone,TICKET_STATUS_CHANGED,2026-02-13 12:21:00,SYSTEM,system,Status changed from OPEN to IN_PROGRESS,,APPOINTMENT,APPT-000283
342,user101@mail.com,Sofia Bernal,3790104328,Bello,INACTIVE,O-,SILVER,2025-10-31,EMAIL,Semana del Donante - Bogota,Medellin,2026-02-01,2026-03-15,,,,,,,,TCK-000066,No puedo actualizar mis datos,OTHER,P1,OPEN,email,timezone,,TICKET_CREATED,2026-02-19 06:43:00,USER,Sofia Bernal,¿Me pueden confirmar si está bien?,,NOTIFICATION,NOTIF-000149
343,user073@mail.com,Daniel Torres,3585064317,Medellin,ACTIVE,O+,BRONZE,2025-11-25,WHATSAPP,Donacion Consciente - Valle de Aburra,Itagui,2026-02-01,2026-03-15,,,,,,,,TCK-000068,No me llegó el recordatorio,OTHER,P3,OPEN,reminder,access,,TICKET_MESSAGE,2026-02-10 14:54:00,AGENT,Support Juan,Gracias por reportarlo. Estoy revisando.,,NOTIFICATION,NOTIF-000336
344,user073@mail.com,Daniel Torres,3585064317,Medellin,ACTIVE,O+,BRONZE,2025-11-25,WHATSAPP,Semana del Donante - Bogota,Bogota,2026-02-01,2026-03-15,,,,,,,,TCK-000056,No puedo reprogramar mi cita,APPOINTMENTS,P2,OPEN,verification,email,bug,TICKET_MESSAGE,2026-02-17 22:30:00,AGENT,Support Andres,¿Puedes confirmar tu número/correo?,,APPOINTMENT,APPT-000018
345,user040@mail.com,Maria Navarro,3299124190,Envigado,INACTIVE,AB+,GOLD,2025-10-21,WHATSAPP,Semana del Donante - Bogota,Sabaneta,2026-02-01,2026-03-15,,,,,,,,TCK-000048,Me aparece mi cuenta duplicada,OTHER,P3,OPEN,sms,,,TICKET_MESSAGE,2026-02-14 19:19:00,USER,Maria Navarro,Adjunto evidencia.,,NOTIFICATION,NOTIF-000290
346,user048@mail.com,Sofia Bernal,3109477752,Medellin,ACTIVE,AB-,BRONZE,2025-09-17,EMAIL,Jornada Salvadores de Vida,Envigado,2026-02-01,2026-03-15,,,,,,,,TCK-000053,Problema con verificación de correo,APPOINTMENTS,P3,CLOSED,failed,timezone,,TICKET_STATUS_CHANGED,2026-02-12 20:10:00,SYSTEM,system,Status changed from OPEN to CLOSED,,NOTIFICATION,NOTIF-000188
347,user128@mail.com,Mateo Cortes,3858549733,Envigado,ACTIVE,A-,SILVER,2025-11-13,SMS,Semana del Donante - Bogota,Envigado,2026-02-01,2026-03-15,,,,,,,,TCK-000092,No veo la campaña en mi ciudad,NOTIFICATIONS,P2,OPEN,ui,access,email,TICKET_MESSAGE,2026-02-20 05:36:00,USER,Mateo Cortes,"Sí, confirmo los datos.",https://example.local/att/evidence.png,NOTIFICATION,NOTIF-000416
348,user003@mail.com,Laura Mejia,3155940781,Sabaneta,ACTIVE,B+,GOLD,2026-02-06,EMAIL,Jornada Salvadores de Vida,Itagui,2026-02-01,2026-03-15,,,,,,,,TCK-000085,Error al confirmar cita,CAMPAIGNS,P4,OPEN,timezone,,,TICKET_MESSAGE,2026-02-19 16:36:00,USER,Laura Mejia,"Sigue igual, no me deja.",,NOTIFICATION,NOTIF-000181
349,user174@mail.com,Maria Bernal,3859696915,Envigado,INACTIVE,A+,GOLD,2026-02-28,EMAIL,Semana del Donante - Bogota,Sabaneta,2026-02-01,2026-03-15,,,,,,,,TCK-000011,No me llegó el recordatorio,ACCOUNT,P2,OPEN,whatsapp,,,TICKET_MESSAGE,2026-02-15 12:09:00,AGENT,Support Lina,¿Puedes confirmar tu número/correo?,,NOTIFICATION,NOTIF-000438
350,user164@mail.com,Santiago Herrera,3715437993,Sabaneta,ACTIVE,A+,SILVER,2025-09-02,EMAIL,Jornada Salvadores de Vida,Envigado,2026-02-01,2026-03-15,,,,,,,,TCK-000055,El SMS falló,CAMPAIGNS,P4,OPEN,reschedule,,,TICKET_CREATED,2026-02-14 05:49:00,USER,Santiago Herrera,¿Me pueden confirmar si está bien?,,APPOINTMENT,APPT-000083
351,user017@mail.com,Camilo Perez,3500978820,Itagui,ACTIVE,A+,BRONZE,2026-01-31,WHATSAPP,Donacion Consciente - Valle de Aburra,Bogota,2026-02-01,2026-03-15,,,,,,,,TCK-000023,No puedo reprogramar mi cita,OTHER,P4,IN_PROGRESS,verification,,,TICKET_STATUS_CHANGED,2026-02-12 16:48:00,SYSTEM,system,Status changed from OPEN to IN_PROGRESS,,APPOINTMENT,APPT-000089
352,user151@mail.com,Santiago Herrera,3235369378,Bello,ACTIVE,B+,SILVER,2026-02-12,SMS,Jornada Salvadores de Vida,Bogota,2026-02-01,2026-03-15,,,,,,,,TCK-000074,Problema con verificación de correo,CAMPAIGNS,P4,OPEN,reminder,,,TICKET_CREATED,2026-02-17 03:52:00,USER,Santiago Herrera,¿Me pueden confirmar si está bien?,,APPOINTMENT,APPT-000308
353,user112@mail.com,Sara Gomez,3715518844,Bogota,ACTIVE,B-,GOLD,2025-10-28,WHATSAPP,Donacion Consciente - Valle de Aburra,Medellin,2026-02-01,2026-03-15,,,,,,,,TCK-000097,No me llegó el recordatorio,OTHER,P2,OPEN,sms,verification,duplicate,TICKET_MESSAGE,2026-02-10 21:08:00,AGENT,Support Juan,¿Puedes confirmar tu número/correo?,,NOTIFICATION,NOTIF-000023
354,user058@mail.com,Felipe Arias,3131712748,Bello,ACTIVE,AB+,SILVER,2025-12-30,WHATSAPP,Donacion Consciente - Valle de Aburra,Bogota,2026-02-01,2026-03-15,,,,,,,,TCK-000020,No puedo reprogramar mi cita,OTHER,P1,RESOLVED,failed,reschedule,sms,TICKET_STATUS_CHANGED,2026-02-18 12:33:00,SYSTEM,system,Status changed from IN_PROGRESS to RESOLVED,,APPOINTMENT,APPT-000044
355,user003@mail.com,Laura Mejia,3155940781,Sabaneta,ACTIVE,B+,GOLD,2026-02-06,EMAIL,Donacion Consciente - Valle de Aburra,Medellin,2026-02-01,2026-03-15,,,,,,,,TCK-000085,Error al confirmar cita,CAMPAIGNS,P4,RESOLVED,verification,reschedule,email,TICKET_STATUS_CHANGED,2026-02-19 19:15:00,SYSTEM,system,Status changed from IN_PROGRESS to RESOLVED,,NOTIFICATION,NOTIF-000181
356,user048@mail.com,Sofia Bernal,3109477752,Medellin,ACTIVE,AB-,BRONZE,2025-09-17,EMAIL,Reto Vida 2026 - Medellin,Itagui,2026-02-01,2026-03-15,,,,,,,,TCK-000053,Problema con verificación de correo,APPOINTMENTS,P3,OPEN,access,reminder,,TICKET_CREATED,2026-02-12 10:13:00,USER,Sofia Bernal,No me funciona desde ayer.,,NOTIFICATION,NOTIF-000188
357,user086@mail.com,Julian Arias,3226838851,Sabaneta,ACTIVE,AB+,BRONZE,2025-12-27,WHATSAPP,Donacion Consciente - Valle de Aburra,Bogota,2026-02-01,2026-03-15,,,,,,,,TCK-000099,Problema con verificación de correo,OTHER,P1,OPEN,failed,,,TICKET_MESSAGE,2026-02-19 01:10:00,USER,Julian Arias,"Sí, confirmo los datos.",,APPOINTMENT,APPT-000386
358,user037@mail.com,Paula Gomez,3729806990,Medellin,INACTIVE,A+,SILVER,2025-10-17,WHATSAPP,Semana del Donante - Bogota,Bogota,2026-02-01,2026-03-15,,,,,,,,TCK-000027,Problema con verificación de correo,APPOINTMENTS,P1,IN_PROGRESS,reschedule,whatsapp,timezone,TICKET_STATUS_CHANGED,2026-02-12 10:40:00,SYSTEM,system,Status changed from OPEN to IN_PROGRESS,,NOTIFICATION,NOTIF-000324
359,user126@mail.com,Juan Perez,3972896230,Itagui,ACTIVE,A-,BRONZE,2025-12-22,EMAIL,Donacion Consciente - Valle de Aburra,Bello,2026-02-01,2026-03-15,,,,,,,,TCK-000089,No puedo actualizar mis datos,APPOINTMENTS,P4,OPEN,sms,whatsapp,,TICKET_CREATED,2026-02-18 11:21:00,USER,Juan Perez,"Hola, necesito ayuda con esto.",,APPOINTMENT,APPT-000227
